,Name,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review
38921,NYC Designer 4bedrooms 2bath! PRIVATE PATIO,84665535776,verified,Michael,Manhattan,East Village,40.72124,-73.9801,United States,US,True,moderate,Entire home/apt,2005.0,$742 ,$148 ,4.0,19.0,7/1/2019
38922,Gorgeous Private Bedroom Madison 2L-4,70334473041,verified,Nina,Brooklyn,Bedford-Stuyvesant,40.68561,-73.93085,United States,US,True,flexible,Private room,2019.0,$958 ,$192 ,30.0,1.0,1/26/2019
38923,Meserole Street,34155519703,unconfirmed,Thoralf,Brooklyn,Williamsburg,40.70827,-73.9425,United States,US,False,moderate,Private room,2015.0,"$1,105 ",$221 ,4.0,0.0,
38924,Private Bedroom in Williamsburg Madison 2L-5,22876675696,verified,Nina,Brooklyn,Bedford-Stuyvesant,40.68625,-73.93053,United States,US,False,flexible,Private room,2015.0,$489 ,$98 ,30.0,0.0,
38925,Amazing Bedroom in Bushwick Madison 3L-3,36108308313,unconfirmed,Nina,Brooklyn,Bedford-Stuyvesant,40.68625,-73.93286,United States,US,False,strict,Private room,2022.0,"$1,020 ",$204 ,30.0,1.0,5/21/2019
38926,Excellent large private room - HK/Columbus Cir,11373363475,unconfirmed,Lancelot,Manhattan,Hell's Kitchen,40.76547,-73.98521,United States,US,False,strict,Private room,2015.0,$770 ,$154 ,1.0,22.0,6/29/2019
38927,Great access/2min U can use 5 lines(EFMR7),78831841834,unconfirmed,Shogo,Queens,Woodside,40.74652,-73.89154,United States,US,True,moderate,Private room,2020.0,$328 ,$66 ,28.0,0.0,
38928,"Large, Comfortable 2 Bedroom Apartment",31333156384,unconfirmed,Susan,Manhattan,Kips Bay,40.7413,-73.98145,United States,US,False,moderate,Entire home/apt,2016.0,$113 ,$23 ,30.0,35.0,6/24/2019
38929,"Spacious, Sunny Apartment in Bed Stuy",47712982989,unconfirmed,Olivia,Brooklyn,Bedford-Stuyvesant,40.68757,-73.94428,United States,US,True,strict,Entire home/apt,2019.0,$410 ,$82 ,2.0,2.0,6/16/2019
38930,Cozy Brooklyn Room,11554198911,verified,Jessica,Brooklyn,Red Hook,40.67441,-74.01278,United States,US,True,flexible,Private room,2020.0,"$1,005 ",$201 ,1.0,0.0,
38931,Stunning Luxury Priv. Room: Prime Upper East!,39880364367,unconfirmed,James,Manhattan,Upper East Side,40.77566,-73.94747,United States,US,False,strict,Private room,2018.0,"$1,008 ",$202 ,1.0,6.0,3/17/2019
38932,Whole Bedroom in Co-Living Space Madison 3L-4,23908968555,unconfirmed,Nina,Brooklyn,Bedford-Stuyvesant,40.68561,-73.93289,United States,US,False,strict,Private room,2011.0,$777 ,$155 ,30.0,1.0,5/30/2019
38933,"Luxury Building 15 mins from LES
Manhattan",13443662407,unconfirmed,Olivia,Brooklyn,Bushwick,40.70026,-73.93582,United States,US,False,flexible,Entire home/apt,2004.0,$50 ,$10 ,1.0,3.0,4/9/2019
38934,Modern Private Bedroom in Stuyvesant Madison 3L-5,66152257601,verified,Nina,Brooklyn,Bedford-Stuyvesant,40.68744,-73.93088,United States,US,False,moderate,Private room,2015.0,$940 ,$188 ,30.0,1.0,5/8/2019
38935,"Lovely  colonial house in Queens, New York.",84552492641,unconfirmed,Clarabel,Queens,College Point,40.79118,-73.84766,United States,US,False,moderate,Entire home/apt,2018.0,$742 ,$148 ,2.0,6.0,6/3/2019
38936,Bedroom in Brooklyn Madison 3R-1,75926821479,verified,Nina,Brooklyn,Bedford-Stuyvesant,40.68567,-73.93123,United States,US,True,flexible,Private room,2010.0,$824 ,$165 ,30.0,0.0,
38937,Luxury Private Bedrm in Williamsburg Madison 3R-2,74158016238,verified,Nina,Brooklyn,Bedford-Stuyvesant,40.68589,-73.93057,United States,US,False,strict,Private room,2020.0,$728 ,$146 ,30.0,0.0,
38938,"Private Bedroom in Williamsburg, Brooklyn",899054848,verified,Jennifer,Brooklyn,Williamsburg,40.71423,-73.96234,United States,US,True,moderate,Private room,2020.0,$555 ,$111 ,1.0,19.0,5/25/2019
38939,Spacious room in heart of Bushwick Madison 3R-3,12894174395,verified,Nina,Brooklyn,Bedford-Stuyvesant,40.68616,-73.93136,United States,US,True,strict,Private room,2006.0,$638 ,$128 ,30.0,0.0,
38940,Cozy room in Astoria ideal for travelers on budget,2932670411,verified,Jayoung,Queens,Astoria,40.76341,-73.92535,United States,US,True,strict,Private room,2015.0,$293 ,$59 ,7.0,0.0,
38941,Great Private Bedroom at Great Price Madison 3R-4,2559074163,verified,Nina,Brooklyn,Bedford-Stuyvesant,40.68692,-73.9307,United States,US,False,flexible,Private room,2015.0,$870 ,$174 ,30.0,0.0,
38942,Furnished Bedroom in Brooklyn Madison 2R-1,543596929,verified,Nina,Brooklyn,Bedford-Stuyvesant,40.68639,-73.93069,United States,US,True,moderate,Private room,2020.0,$570 ,$114 ,30.0,1.0,4/8/2019
38943,Bedroom in heart of Bushwick Madison 2R-2,81424914104,unconfirmed,Nina,Brooklyn,Bedford-Stuyvesant,40.68726,-73.93289,United States,US,True,flexible,Private room,2019.0,"$1,105 ",$221 ,30.0,0.0,
38944,Modern Williamsburg Beauty,49079373454,unconfirmed,Michael,Brooklyn,Williamsburg,40.71079,-73.95192,United States,US,True,flexible,Private room,2012.0,"$1,146 ",$229 ,4.0,0.0,
38945,Beautiful Bedroom in Stuyvesant Madison 2R-3,31555893119,verified,Nina,Brooklyn,Bedford-Stuyvesant,40.68737,-73.93132,United States,US,True,flexible,Private room,2021.0,$258 ,$52 ,30.0,0.0,
38946,Modern Bedroom in Williamsburg Madison 2R-4,97597524762,verified,Nina,Brooklyn,Bedford-Stuyvesant,40.68607,-73.93235,United States,US,False,flexible,Private room,2021.0,$324 ,$65 ,30.0,0.0,
38947,"Cozy Private Bedroom in NYC ""LES"" Manhattan!",48820125421,unconfirmed,Chi,Manhattan,Lower East Side,40.71383,-73.98867,United States,US,False,moderate,Private room,2013.0,$490 ,$98 ,5.0,13.0,6/30/2019
38948,Times Square Palace,48773110194,verified,Greg,Manhattan,Theater District,40.76006,-73.98589,United States,US,True,strict,Entire home/apt,2011.0,"$1,166 ",$233 ,1.0,0.0,
38949,Bright and Cozy Little Spot in Long Island City,41844146135,verified,Karina & Garrett,Queens,Long Island City,40.74588,-73.95377,United States,US,False,moderate,Entire home/apt,2010.0,$152 ,$30 ,5.0,0.0,
38950,Brooklyn Comfy Getaway,25030728621,verified,Steph,Brooklyn,East Flatbush,40.65074,-73.92945,United States,US,False,moderate,Entire home/apt,2014.0,"$1,060 ",$212 ,6.0,2.0,12/25/2018
38951,Lovely Apartment in Upper West,21114565494,verified,Carolina,Manhattan,Upper West Side,40.80155,-73.96498,United States,US,True,flexible,Entire home/apt,2019.0,"$1,129 ",$226 ,2.0,4.0,5/16/2019
38952,Comfortable Space in the Center of Brooklyn,6448044679,unconfirmed,Ramon,Brooklyn,Bedford-Stuyvesant,40.67904,-73.94837,United States,US,False,flexible,Entire home/apt,2016.0,$354 ,$71 ,2.0,11.0,6/23/2019
38953,Midtown Priv. Lux.Room in a Penthouse (only girls),83412318627,unconfirmed,Miriam,Manhattan,Chelsea,40.74772,-73.99146,United States,US,False,strict,Private room,2012.0,$495 ,$99 ,3.0,6.0,6/28/2019
38954,Spiritual Oasis in the East Village,76555853485,unconfirmed,Atma,Manhattan,East Village,40.72877,-73.98249,United States,US,False,strict,Entire home/apt,2014.0,$79 ,$16 ,19.0,1.0,1/4/2019
38955,Great for students!,60036057431,verified,Rayquila,Brooklyn,Bedford-Stuyvesant,40.6843,-73.93836,United States,US,True,moderate,Shared room,2013.0,$292 ,$58 ,1.0,0.0,
38956,Cozy & clean private bedroom. Brooklyn NY,44446566124,verified,Daniela,Brooklyn,Williamsburg,40.71218,-73.9363,United States,US,False,moderate,Private room,2016.0,$416 ,$83 ,2.0,5.0,4/2/2019
38957,Original NoHo Loft full of Charm & Character,27469880281,verified,Bonnie,Manhattan,NoHo,40.72662,-73.99423,United States,US,False,moderate,Entire home/apt,2017.0,$812 ,$162 ,7.0,0.0,
38958,"Affordable, quiet, tasteful bedspace",39638032557,unconfirmed,Edna,Brooklyn,East Flatbush,40.65343,-73.94914,United States,US,False,flexible,Private room,2014.0,$488 ,$98 ,3.0,39.0,7/1/2019
38959,ENJOYABLE APT. FOR LONG STAY. 15 MIN. TO MANHATTAN,49577140830,verified,Luis,Queens,Sunnyside,40.73697,-73.92478,United States,US,False,flexible,Entire home/apt,2011.0,$670 ,$134 ,3.0,6.0,6/25/2019
38960,Bedroom in Crown Heights,40852874837,unconfirmed,Celeste,Brooklyn,Crown Heights,40.67249,-73.95564,United States,US,True,strict,Private room,2008.0,"$1,057 ",$211 ,4.0,1.0,12/2/2018
38961,Lower East Side Tenement Get Away,15265284310,unconfirmed,Brett,Manhattan,Lower East Side,40.71357,-73.98553,United States,US,False,moderate,Private room,2005.0,$637 ,$127 ,6.0,1.0,1/6/2019
38962,Bed in a shared male room2,17535347890,verified,Askhat,Brooklyn,Bedford-Stuyvesant,40.694,-73.94355,United States,US,False,moderate,Shared room,2005.0,$621 ,$124 ,2.0,18.0,7/7/2019
38963,Private Room in A Family House,23776036592,verified,Linda,Staten Island,Arrochar,40.59107,-74.07061,United States,US,False,strict,Private room,2017.0,$229 ,$46 ,1.0,1.0,1/1/2019
38964,Bxny Yankees,70699068533,verified,Carl,Bronx,Concourse,40.83513,-73.91797,United States,US,False,flexible,Private room,2010.0,$143 ,$29 ,1.0,2.0,6/3/2019
38965,Mina’s House,12469349502,unconfirmed,Mina,Queens,Jamaica,40.69409,-73.79363,United States,US,True,flexible,Private room,2004.0,$309 ,$62 ,1.0,26.0,4/14/2019
38966,HOLIDAY RENTAL: Great Room Close to Trains!,60245035306,verified,Gloria,Brooklyn,Bushwick,40.69539,-73.92267,United States,US,True,moderate,Private room,2022.0,"$1,063 ",$213 ,3.0,2.0,1/1/2019
38967,"Cozy bedroom in heart of Manhattan, next to Empire",60882054971,verified,Anna,Manhattan,Midtown,40.74815,-73.98374,United States,US,True,flexible,Shared room,2006.0,$602 ,$120 ,2.0,8.0,6/8/2019
38968,☯ Ur Cool & Cozy Chambers ☯,49201636007,verified,Ella,Manhattan,Washington Heights,40.84878,-73.93449,United States,US,True,flexible,Private room,2012.0,$978 ,$196 ,1.0,12.0,7/2/2019
38969,East village renovated studio,66311858655,unconfirmed,Samantha,Manhattan,East Village,40.72715,-73.9848,United States,US,False,flexible,Entire home/apt,2007.0,$677 ,$135 ,2.0,7.0,6/30/2019
38970,Newly renovated with elevator room 1,61653031333,unconfirmed,David,Manhattan,Two Bridges,40.71107,-73.99509,United States,US,False,flexible,Private room,2014.0,$893 ,$179 ,1.0,44.0,6/28/2019
38971,Large 2 Bedroom Apt - Close to everything!,90428964668,verified,Andre,Queens,Ridgewood,40.70028,-73.90785,United States,US,False,moderate,Entire home/apt,2013.0,$589 ,$118 ,3.0,1.0,12/30/2018
38972,Beautiful and open apartment in Hamilton Heights,41912589951,unconfirmed,Melissa,Manhattan,Harlem,40.82071,-73.95359,United States,US,False,strict,Shared room,2003.0,"$1,132 ",$226 ,1.0,17.0,7/2/2019
38973,"Spacious, Sleeps 10, 2 baths, EAST VILLAGE!",80106000020,verified,Amy & Brian,Manhattan,East Village,40.72336,-73.98465,United States,US,False,moderate,Entire home/apt,2010.0,"$1,162 ",$232 ,1.0,28.0,6/23/2019
38974,2 Bedroom Williamsburg Oasis w/Private Backyard,58542168097,unconfirmed,Rachel,Brooklyn,Williamsburg,40.7066,-73.94625,United States,US,False,moderate,Entire home/apt,2019.0,$629 ,$126 ,2.0,9.0,6/18/2019
38975,"Cozy yet Spacious 1BR Apt, 25 Min from Manhattan",32811931620,verified,Lucy,Queens,Elmhurst,40.74717,-73.87645,United States,US,False,flexible,Entire home/apt,2003.0,$551 ,$110 ,6.0,1.0,1/25/2019
38976,⭐SPRING/SUMMER SALE- LARGE OUTDOOR PATIO⭐,93168627231,verified,Frankie,Manhattan,Chelsea,40.74877,-73.99754,United States,US,False,flexible,Entire home/apt,2006.0,$887 ,$177 ,2.0,10.0,4/28/2019
38977,Urban Oasis Steps from Central Park,26869892884,verified,Mohan,Manhattan,Harlem,40.80466,-73.95635,United States,US,True,strict,Entire home/apt,2005.0,$247 ,$49 ,3.0,14.0,6/19/2019
38978,Classy welcoming 3-bedroom - 20 Mins to Manhattan,36231594736,unconfirmed,Mora,Brooklyn,Bushwick,40.69058,-73.91402,United States,US,True,moderate,Entire home/apt,2017.0,$353 ,$71 ,2.0,22.0,7/6/2019
38979,New Years  in NYC - in a Gold Star Resort,70840749232,unconfirmed,Terry,Manhattan,Midtown,40.76424,-73.98143,United States,US,True,flexible,Private room,2007.0,$995 ,$199 ,3.0,0.0,
38980,"Luxury 4br 2ba, sleeps 12! Blocks from Subway.",85330480406,unconfirmed,David,Brooklyn,Williamsburg,40.70629,-73.95636,United States,US,True,strict,Entire home/apt,2010.0,$141 ,$28 ,1.0,19.0,6/21/2019
38981,Naelle studio,31932488246,verified,Kersaint,Brooklyn,East Flatbush,40.64718,-73.94778,United States,US,False,flexible,Entire home/apt,2008.0,$820 ,$164 ,1.0,18.0,6/9/2019
38982,Beautiful Loft in the Heart of Nolita,58382068794,unconfirmed,Allegra,Manhattan,Nolita,40.7233,-73.99463,United States,US,False,moderate,Entire home/apt,2013.0,$267 ,$53 ,3.0,0.0,
38983,"Ideally located cozy, quiet apartment",73858690710,unconfirmed,Christine,Manhattan,Hell's Kitchen,40.76289,-73.98808,United States,US,False,flexible,Entire home/apt,2016.0,"$1,043 ",$209 ,2.0,3.0,1/2/2019
38984,"BK. Private entrance, w pool and gym",27899240997,verified,Aponte & Tat,Brooklyn,Bushwick,40.69362,-73.90727,United States,US,True,moderate,Private room,2004.0,$617 ,$123 ,3.0,7.0,6/24/2019
38985,Bohemian twist studio,82683574613,unconfirmed,Sanja,Queens,Astoria,40.75807,-73.91582,United States,US,True,flexible,Entire home/apt,2015.0,$600 ,$120 ,4.0,0.0,
38986,Stylized room in Harlem 141 st,26238037288,verified,Max,Manhattan,Harlem,40.82008,-73.94057,United States,US,True,flexible,Private room,2014.0,$798 ,$160 ,1.0,30.0,7/7/2019
38987,Awesome 2 bed apartment in LES,86717088051,verified,Laurence,Manhattan,Lower East Side,40.72068,-73.99019,United States,US,True,moderate,Entire home/apt,2019.0,$672 ,$134 ,2.0,1.0,1/1/2019
38988,Manhattan studio near Central Park & Times Square.,75781582289,verified,Kay,Manhattan,Upper West Side,40.80017,-73.96882,United States,US,True,moderate,Entire home/apt,2014.0,$241 ,$48 ,3.0,9.0,6/22/2019
38989,Art Life in the City – from Brooklyn to Manhattan,29192999577,unconfirmed,JenJoy,Brooklyn,Williamsburg,40.71228,-73.93782,United States,US,True,strict,Private room,2013.0,$131 ,$26 ,2.0,3.0,6/30/2019
38990,Private South Williamsburg 1BR,92070684269,unconfirmed,Anna & Ben,Brooklyn,Williamsburg,40.70601,-73.95424,United States,US,False,flexible,Entire home/apt,2020.0,$341 ,$68 ,3.0,0.0,
38991,Private Chic Midtown 1 BD Apt Theater District,44171889720,verified,Alexa,Manhattan,Hell's Kitchen,40.76326,-73.99018,United States,US,False,strict,Entire home/apt,2008.0,"$1,074 ",$215 ,2.0,8.0,7/1/2019
38992,Sunny apartment in the heart of Williamsburg,8938767349,unconfirmed,Xavier,Brooklyn,Williamsburg,40.7198,-73.95741,United States,US,False,moderate,Entire home/apt,2020.0,"$1,155 ",$231 ,3.0,9.0,6/30/2019
38993,LARGE Prospect Lefferts Gardens Bedroom,26657533224,unconfirmed,,Brooklyn,Flatbush,40.65152,-73.95271,United States,US,False,strict,Private room,2010.0,"$1,141 ",$228 ,7.0,0.0,
38994,Lovely one-bedroom in Hamilton Heights,21598134962,verified,Melissa,Manhattan,Harlem,40.82012,-73.9515,United States,US,False,moderate,Entire home/apt,2018.0,$176 ,$35 ,2.0,8.0,6/6/2019
38995,Minimal Bed-stuy Bedroom with Fire Escape,41606823542,unconfirmed,Amber,Brooklyn,Bedford-Stuyvesant,40.68611,-73.92428,United States,US,True,moderate,Private room,2022.0,$591 ,$118 ,2.0,8.0,7/1/2019
38996,Spacious apt in Brooklyn Brownstone 1 min to Metro,62483797939,unconfirmed,Rebecca,Brooklyn,Prospect-Lefferts Gardens,40.66184,-73.9495,United States,US,False,strict,Entire home/apt,2005.0,"$1,176 ",$235 ,2.0,30.0,6/21/2019
38997,"Global Sanctuary ~ Brooklyn, Entire House",33860511420,unconfirmed,DaNeilia,Brooklyn,East Flatbush,40.63912,-73.92827,United States,US,False,flexible,Entire home/apt,2020.0,$558 ,$112 ,2.0,17.0,3/8/2019
38998,Jax Shack,4484478504,unconfirmed,Jax,Manhattan,Washington Heights,40.85245,-73.93273,United States,US,False,moderate,Private room,2010.0,$202 ,$40 ,3.0,0.0,
38999,THE RESIDENCES BY HILTON CLUB (Penthouse Suite),56836355140,unconfirmed,Marilynn,Manhattan,Midtown,40.76287,-73.98073,United States,US,False,strict,Private room,2014.0,$632 ,$126 ,2.0,0.0,
39000,"Quick walk to Metro, Cleaning, & Great roommates",97104420944,verified,Bedly Bushwick,Brooklyn,Bushwick,40.70029,-73.91188,United States,US,True,flexible,Private room,2019.0,$394 ,$79 ,30.0,0.0,
39001,Big bright apartment in hip neighborhood,1019001352,verified,Shelley,Brooklyn,Greenpoint,40.72594,-73.94852,United States,US,False,moderate,Entire home/apt,2016.0,"$1,026 ",$205 ,1.0,4.0,2/17/2019
39002,Spacious and Cozy Room - Just like Home,59256152077,unconfirmed,Freddy,Queens,Ridgewood,40.6963,-73.89965,United States,US,True,flexible,Private room,2013.0,$803 ,$161 ,1.0,3.0,1/1/2019
39003,Cozy Brooklyn Apartment,25855564061,verified,Rebecca,Brooklyn,Bushwick,40.70073,-73.94037,United States,US,True,moderate,Entire home/apt,2012.0,$174 ,$35 ,1.0,7.0,6/29/2019
39004,⭐$1.6 MILLION CHELSEA FLAT⭐LUXURY AND LOCATION!,44288732544,verified,Oliver,Manhattan,Chelsea,40.74294,-73.99795,United States,US,False,moderate,Entire home/apt,2016.0,$623 ,$125 ,2.0,18.0,6/19/2019
39005,Room in Astoria,4855477112,unconfirmed,Leo,Queens,Astoria,40.76626,-73.91422,United States,US,False,strict,Private room,2011.0,$320 ,$64 ,5.0,0.0,
39006,Cozy Bedroom in renovated Little Italy Walk-up,28748945853,verified,Vane,Manhattan,Nolita,40.7203,-73.99548,United States,US,True,flexible,Private room,2012.0,$936 ,$187 ,7.0,0.0,
39007,Cozy comfortable room,35534297221,unconfirmed,Ariel,Manhattan,Harlem,40.82625,-73.94859,United States,US,True,strict,Private room,2009.0,$342 ,$68 ,4.0,7.0,6/19/2019
39008,1 bedroom in newly renovated apartment,80373763564,verified,Paola,Manhattan,Harlem,40.82375,-73.94381,United States,US,False,strict,Private room,2022.0,$450 ,$90 ,1.0,4.0,6/19/2019
39009,Room in Charming Brooklyn Apartment,49493746142,unconfirmed,Rebecca,Brooklyn,Bushwick,40.70086,-73.9403,United States,US,False,moderate,Private room,2013.0,$315 ,$63 ,2.0,4.0,5/7/2019
39010,Gorgeous 2 Bed Oasis near Vibrant Prospect Park!,50971122333,verified,Nana & Karim,Brooklyn,Flatbush,40.64823,-73.9625,United States,US,False,strict,Entire home/apt,2008.0,$784 ,$157 ,3.0,2.0,4/29/2019
39011,"COZY APARTMENT, CLOSE TO MIDTOWN-MANHATTAN.",13255993444,unconfirmed,Luis,Queens,Sunnyside,40.73662,-73.92372,United States,US,True,moderate,Entire home/apt,2008.0,$116 ,$23 ,3.0,7.0,7/1/2019
39012,Sweet BR (B) in owner's duplex very near subway,33265287393,verified,Laura,Brooklyn,East Flatbush,40.63832,-73.94908,United States,US,False,moderate,Private room,2003.0,$275 ,$55 ,3.0,1.0,7/1/2019
39013,Large Studio in Forest Hills,54915663732,verified,Nadia,Queens,Forest Hills,40.71163,-73.84319,United States,US,True,moderate,Entire home/apt,2020.0,"$1,138 ",$228 ,3.0,0.0,
39014,Urban Room,88601955154,verified,Miller,Brooklyn,Flatbush,40.63296,-73.94894,United States,US,False,moderate,Private room,2021.0,$253 ,$51 ,2.0,0.0,
39015,"Cozy studio is all you need, 20 mins to Manhattan",19015523220,unconfirmed,Samanta,Queens,Astoria,40.76184,-73.91443,United States,US,True,flexible,Private room,2016.0,"$1,118 ",$224 ,2.0,50.0,7/1/2019
39016,Private Room in Bushwick - 15 Min to Manhattan,6158548528,verified,Shayan,Brooklyn,Bushwick,40.70424,-73.92682,United States,US,True,moderate,Private room,2014.0,$746 ,$149 ,4.0,2.0,12/30/2018
39017,Luxury bedroom with River View,56787026819,unconfirmed,Jae,Manhattan,Roosevelt Island,40.76708,-73.94607,United States,US,True,flexible,Private room,2006.0,$131 ,$26 ,2.0,2.0,5/19/2019
39018,Cozy Getaway in Harlem,59448297595,verified,Jenae,Manhattan,Harlem,40.80242,-73.95372,United States,US,True,strict,Entire home/apt,2008.0,$662 ,$132 ,2.0,6.0,5/18/2019
39019,Singles bed for one,49381847669,verified,Hiram,Brooklyn,Bushwick,40.69088,-73.91556,United States,US,False,moderate,Private room,2007.0,$274 ,$55 ,20.0,0.0,
39020,"Your home away from home, private cozy room",65491902968,verified,Hanine,Queens,East Elmhurst,40.75938,-73.88158,United States,US,False,strict,Private room,2005.0,$188 ,$38 ,1.0,5.0,7/1/2019
39021,Spacious Two Bedroom in Crown Heights,48939713255,unconfirmed,Hezla,Brooklyn,Crown Heights,40.66571,-73.95191,United States,US,False,flexible,Entire home/apt,2021.0,$800 ,$160 ,2.0,13.0,6/23/2019
39022,Manhattan Christmas holiday room at discount!!,49263855479,unconfirmed,Serena,Manhattan,Hell's Kitchen,40.7589,-73.99165,United States,US,False,moderate,Private room,2019.0,$316 ,$63 ,10.0,0.0,
